targetid,survey,program,spectype,zwarn,zcat_primary,source_id,gaia_ra,gaia_dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,param,feh,alphafe,log10micro,teff,logg,tipo_espectral_aprox,parallax_snr
2305843032185909952,main,backup,STAR,0,t,3083410627287530752,122.35836798967593,-0.1950578708408241,7.995877960434008,0.023792,18.71483757188893,-42.1839564910748,14.508945,15.796847,13.387717,[nan nan nan nan nan],,,,,,sin_teff,336.07422496780464
2305843056454156605,main,backup,STAR,0,t,6340638160132770944,225.008484089522,-1.414601854866666,4.831934702736137,0.014504,-44.79324093167708,35.2992290293092,13.173592,13.709176,12.485091,[nan nan nan nan nan],,,,,,sin_teff,333.14497398897805
2305843020781585443,main,backup,STAR,0,t,1553079523063233024,200.85157830481063,48.7617670686468,9.462863384389264,0.028631,-3.5281710357822105,-35.79003076561317,15.669139,17.234535,14.451333,[nan nan nan nan nan],,,,,,sin_teff,330.5111028042773
2305843032022431908,main,backup,STAR,0,t,3061878616206112128,111.17868468550084,-1.3674550163609192,6.641793811762765,0.020115,3.79698974886903,45.54474000128168,14.159136,15.072966,13.216425,[nan nan nan nan nan],,,,,,sin_teff,330.1910918102294
2305843021595285925,main,backup,STAR,0,t,1662350363020385536,202.5164107892124,59.88091796294784,5.198165987366707,0.015997,-73.59150241773357,18.42062840311788,14.411737,15.351337,13.450804,[nan nan nan nan nan],,,,,,sin_teff,324.946301641977
2305843037890156952,main,backup,STAR,0,t,3849010950347000320,150.5859010956932,4.538861999448108,5.041466992816152,0.016131,-3.010746481280061,-27.959261291842115,12.461614,12.912845,11.846728,[nan nan nan nan nan],,,,,,sin_teff,312.5328245500063
2305843032181712372,main,backup,STAR,0,t,3082910899254886144,121.87700834054344,-1.2013464938435148,8.17746261384623,0.026187,-55.60641632369428,48.26068989534191,14.707031,15.96438,13.598932,[nan nan nan nan nan],,,,,,sin_teff,312.2718376998598
2305843020341192802,main,backup,STAR,0,t,1493710739885901440,221.72067658106525,45.10367756342149,7.055764033641366,0.022657,18.66596248069996,-6.419514622935303,15.142172,16.437773,14.015824,[nan nan nan nan nan],,,,,,sin_teff,311.4165173518721
2305843036518617755,main,backup,STAR,0,t,3665143533548865024,206.17415096898665,2.380706745847025,4.873354087879319,0.0157,-40.9241489255288,-8.726011374511518,13.486306,14.181931,12.682281,[nan nan nan nan nan],,,,,,sin_teff,310.40471897320504
2305843027861575160,main,backup,STAR,0,t,2503089833254710528,38.43669653234666,2.262650242052661,5.888500937746371,0.019084,-38.53190500687741,-29.49405080997717,12.933727,13.550482,12.184885,[nan nan nan nan nan],,,,,,sin_teff,308.5569554467811
2305843019061925231,main,backup,STAR,0,t,1322213451671011072,241.10696333976745,31.692211485332585,3.215335393705039,0.01046,-0.685816084139081,-11.060272381735714,13.08975,13.52532,12.494517,[nan nan nan nan nan],,,,,,sin_teff,307.3934410807876
2305843035834950338,main,backup,STAR,0,t,3573320504311755776,177.79284361561386,-12.847442316422455,10.074136279489355,0.03289,-104.81416177374092,-98.02505315057778,15.118495,16.255884,14.060804,[nan nan nan nan nan],,,,,,sin_teff,306.2978497868457
2305843036518622720,main,backup,STAR,0,t,3665299634135801856,206.50350256016804,2.8284885810698457,4.882080346180065,0.016074,-60.23081945322053,42.44412029797513,12.873914,13.355947,12.237273,[nan nan nan nan nan],,,,,,sin_teff,303.72529216001396
2305843036740913755,main,backup,STAR,0,t,3694655014050291840,185.70408776636813,-2.0905859430737923,15.750693222696144,0.052455,-162.6679338664048,9.164150241415276,16.03905,17.993568,14.718036,[nan nan nan nan nan],,,,,,sin_teff,300.2705790238518
2305843035767839608,main,backup,STAR,0,t,3564259463346056832,166.51214113464616,-13.256768201708828,4.468213292762411,0.014884,-29.310069111598654,-8.927122417237396,13.305434,13.887522,12.586229,[nan nan nan nan nan],,,,,,sin_teff,300.20245181150307
2305843038217311718,main,backup,STAR,0,t,3892970937054946560,180.60361915624085,3.414836526279028,5.89354772891568,0.019656,-23.79566935297723,20.140613278867065,13.900049,14.686809,13.033785,[nan nan nan nan nan],,,,,,sin_teff,299.83454054312574
2305843042025762002,main,backup,STAR,0,t,4404081386832184960,236.12486542230636,-1.5670862448648144,3.720299097432193,0.012611,-35.37536957743447,-22.23339308067719,12.604796,13.032019,12.010982,[nan nan nan nan nan],,,,,,sin_teff,295.0042897020215
2305843015500961301,main,backup,STAR,0,t,844348346571368448,171.76043021979942,56.79124211671319,3.837730713082148,0.013131,38.42963910554713,-17.439213978791333,13.555799,14.094707,12.86993,[nan nan nan nan nan],,,,,,sin_teff,292.26492369828253
2305843016226642448,main,backup,STAR,0,t,941402581554363904,99.39639910191698,33.78374675078835,6.865125677191378,0.023645,-17.783566287899077,16.903349652446906,14.678051,15.685827,13.685869,[nan nan nan nan nan],,,,,,sin_teff,290.34153847288553
2305843036480868356,main,backup,STAR,0,t,3660087983380098304,212.0605981440356,0.2180895577806798,4.678764114745083,0.016162,-4.062759024250114,-24.051399859949868,12.938345,13.468455,12.259535,[nan nan nan nan nan],,,,,,sin_teff,289.4916541730654
